PHI,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,Point ID,vtkValidPointMask
0.0630579,16.5,0.02083,0,16.5,0,0,1
0.0687358,16.5,0.0218092,0,16.5,0.00097917,1,1
0.0744137,16.5,0.0227883,0,16.5,0.00195834,2,1
0.0800917,16.5,0.0237675,0,16.5,0.00293751,3,1
0.0857696,16.5,0.0247467,0,16.5,0.00391668,4,1
0.0914475,16.5,0.0257259,0,16.5,0.00489585,5,1
0.0971254,16.5,0.026705,0,16.5,0.00587502,6,1
0.102803,16.5,0.0276842,0,16.5,0.00685419,7,1
0.108481,16.5,0.0286634,0,16.5,0.00783336,8,1
0.114159,16.5,0.0296425,0,16.5,0.00881253,9,1
0.119837,16.5,0.0306217,0,16.5,0.0097917,10,1
0.125515,16.5,0.0316009,0,16.5,0.0107709,11,1
0.131193,16.5,0.03258,0,16.5,0.01175,12,1
0.136871,16.5,0.0335592,0,16.5,0.0127292,13,1
0.142549,16.5,0.0345384,0,16.5,0.0137084,14,1
0.148227,16.5,0.0355176,0,16.5,0.0146876,15,1
0.153905,16.5,0.0364967,0,16.5,0.0156667,16,1
0.159583,16.5,0.0374759,0,16.5,0.0166459,17,1
0.165261,16.5,0.0384551,0,16.5,0.0176251,18,1
0.170939,16.5,0.0394342,0,16.5,0.0186042,19,1
0.176616,16.5,0.0404134,0,16.5,0.0195834,20,1
0.182294,16.5,0.0413926,0,16.5001,0.0205626,21,1
0.187791,16.5,0.0423717,0,16.5001,0.0215417,22,1
0.193218,16.5,0.0433509,0,16.5001,0.0225209,23,1
0.198645,16.5,0.0443301,0,16.5001,0.0235001,24,1
0.204071,16.5,0.0453092,0,16.5001,0.0244792,25,1
0.209498,16.5,0.0462884,0,16.5001,0.0254584,26,1
0.214925,16.5,0.0472676,0,16.5001,0.0264376,27,1
0.220351,16.5,0.0482468,0,16.5001,0.0274168,28,1
0.225778,16.5,0.0492259,0,16.5001,0.0283959,29,1
0.231205,16.5,0.0502051,0,16.5001,0.0293751,30,1
0.236631,16.5,0.0511843,0,16.5001,0.0303543,31,1
0.242058,16.5,0.0521634,0,16.5001,0.0313334,32,1
0.247485,16.5,0.0531426,0,16.5001,0.0323126,33,1
0.252911,16.5,0.0541218,0,16.5001,0.0332918,34,1
0.258338,16.5,0.055101,0,16.5001,0.0342709,35,1
0.263764,16.5,0.0560801,0,16.5001,0.0352501,36,1
0.269191,16.5,0.0570593,0,16.5001,0.0362293,37,1
0.274618,16.5,0.0580385,0,16.5001,0.0372085,38,1
0.280044,16.5,0.0590176,0,16.5001,0.0381876,39,1
0.285471,16.5,0.0599968,0,16.5001,0.0391668,40,1
0.290898,16.5,0.060976,0,16.5001,0.040146,41,1
0.296324,16.5,0.0619551,0,16.5001,0.0411251,42,1
0.301639,16.5,0.0629343,0,16.5001,0.0421043,43,1
0.306814,16.5,0.0639135,0,16.5001,0.0430835,44,1
0.31199,16.5,0.0648926,0,16.5001,0.0440627,45,1
0.317165,16.5,0.0658718,0,16.5001,0.0450418,46,1
0.32234,16.5,0.066851,0,16.5001,0.046021,47,1
0.327515,16.5,0.0678302,0,16.5001,0.0470002,48,1
0.33269,16.5,0.0688093,0,16.5001,0.0479793,49,1
0.337865,16.5,0.0697885,0,16.5001,0.0489585,50,1
0.34304,16.5,0.0707677,0,16.5002,0.0499377,51,1
0.348215,16.5,0.0717468,0,16.5002,0.0509168,52,1
0.35339,16.5,0.072726,0,16.5002,0.051896,53,1
0.358565,16.5,0.0737052,0,16.5002,0.0528752,54,1
0.36374,16.5,0.0746844,0,16.5002,0.0538544,55,1
0.368915,16.5,0.0756635,0,16.5002,0.0548335,56,1
0.37409,16.5,0.0766427,0,16.5002,0.0558127,57,1
0.379265,16.5,0.0776219,0,16.5002,0.0567919,58,1
0.38444,16.5,0.078601,0,16.5002,0.057771,59,1
0.389615,16.5,0.0795802,0,16.5002,0.0587502,60,1
0.39479,16.5,0.0805594,0,16.5002,0.0597294,61,1
0.399965,16.5,0.0815385,0,16.5002,0.0607085,62,1
0.405141,16.5,0.0825177,0,16.5002,0.0616877,63,1
0.410273,16.5,0.0834969,0,16.5002,0.0626669,64,1
0.415197,16.5,0.0844761,0,16.5002,0.0636461,65,1
0.42012,16.5,0.0854552,0,16.5002,0.0646252,66,1
0.425043,16.5,0.0864344,0,16.5002,0.0656044,67,1
0.429966,16.5,0.0874136,0,16.5002,0.0665836,68,1
0.43489,16.5,0.0883927,0,16.5002,0.0675627,69,1
0.439813,16.5,0.0893719,0,16.5002,0.0685419,70,1
0.444736,16.5,0.0903511,0,16.5002,0.0695211,71,1
0.449659,16.5,0.0913302,0,16.5003,0.0705002,72,1
0.454583,16.5,0.0923094,0,16.5003,0.0714794,73,1
0.459506,16.5,0.0932886,0,16.5003,0.0724586,74,1
0.464429,16.5,0.0942677,0,16.5003,0.0734378,75,1
0.469352,16.5,0.0952469,0,16.5003,0.0744169,76,1
0.474275,16.5,0.0962261,0,16.5003,0.0753961,77,1
0.479199,16.5,0.0972053,0,16.5003,0.0763753,78,1
0.484122,16.5,0.0981844,0,16.5003,0.0773544,79,1
0.489045,16.5,0.0991636,0,16.5003,0.0783336,80,1
0.493968,16.5,0.100143,0,16.5003,0.0793128,81,1
0.498892,16.5,0.101122,0,16.5003,0.0802919,82,1
0.503815,16.5,0.102101,0,16.5003,0.0812711,83,1
0.508738,16.5,0.10308,0,16.5003,0.0822503,84,1
0.513661,16.5,0.104059,0,16.5003,0.0832295,85,1
0.51836,16.5,0.105039,0,16.5003,0.0842086,86,1
0.523031,16.5,0.106018,0,16.5003,0.0851878,87,1
0.527703,16.5,0.106997,0,16.5003,0.086167,88,1
0.532374,16.5,0.107976,0,16.5004,0.0871461,89,1
0.537045,16.5,0.108955,0,16.5004,0.0881253,90,1
0.541717,16.5,0.109934,0,16.5004,0.0891045,91,1
0.546388,16.5,0.110914,0,16.5004,0.0900836,92,1
0.551059,16.5,0.111893,0,16.5004,0.0910628,93,1
0.55573,16.5,0.112872,0,16.5004,0.092042,94,1
0.560402,16.5,0.113851,0,16.5004,0.0930212,95,1
0.565073,16.5,0.11483,0,16.5004,0.0940003,96,1
0.569744,16.5,0.115809,0,16.5004,0.0949795,97,1
0.574416,16.5,0.116789,0,16.5004,0.0959587,98,1
0.579087,16.5,0.117768,0,16.5004,0.0969378,99,1
0.583758,16.5,0.118747,0,16.5004,0.097917,100,1
0.588429,16.5,0.119726,0,16.5004,0.0988962,101,1
0.593101,16.5,0.120705,0,16.5004,0.0998753,102,1
0.597772,16.5,0.121685,0,16.5004,0.100855,103,1
0.602443,16.5,0.122664,0,16.5005,0.101834,104,1
0.607114,16.5,0.123643,0,16.5005,0.102813,105,1
0.611786,16.5,0.124622,0,16.5005,0.103792,106,1
0.616302,16.5,0.125601,0,16.5005,0.104771,107,1
0.620721,16.5,0.12658,0,16.5005,0.10575,108,1
0.62514,16.5,0.12756,0,16.5005,0.10673,109,1
0.629559,16.5,0.128539,0,16.5005,0.107709,110,1
0.633978,16.5,0.129518,0,16.5005,0.108688,111,1
0.638397,16.5,0.130497,0,16.5005,0.109667,112,1
0.642816,16.5,0.131476,0,16.5005,0.110646,113,1
0.647235,16.5,0.132455,0,16.5005,0.111625,114,1
0.651654,16.5,0.133435,0,16.5005,0.112605,115,1
0.656072,16.5,0.134414,0,16.5005,0.113584,116,1
0.660491,16.5,0.135393,0,16.5006,0.114563,117,1
0.66491,16.5,0.136372,0,16.5006,0.115542,118,1
0.669329,16.5,0.137351,0,16.5006,0.116521,119,1
0.673748,16.5,0.13833,0,16.5006,0.1175,120,1
0.678167,16.5,0.13931,0,16.5006,0.11848,121,1
0.682586,16.5,0.140289,0,16.5006,0.119459,122,1
0.687005,16.5,0.141268,0,16.5006,0.120438,123,1
0.691424,16.5,0.142247,0,16.5006,0.121417,124,1
0.695843,16.5,0.143226,0,16.5006,0.122396,125,1
0.700262,16.5,0.144205,0,16.5006,0.123375,126,1
0.704681,16.5,0.145185,0,16.5006,0.124355,127,1
0.709014,16.5,0.146164,0,16.5006,0.125334,128,1
0.71318,16.5,0.147143,0,16.5007,0.126313,129,1
0.717347,16.5,0.148122,0,16.5007,0.127292,130,1
0.721513,16.5,0.149101,0,16.5007,0.128271,131,1
0.725679,16.5,0.15008,0,16.5007,0.12925,132,1
0.729845,16.5,0.15106,0,16.5007,0.13023,133,1
0.734011,16.5,0.152039,0,16.5007,0.131209,134,1
0.738177,16.5,0.153018,0,16.5007,0.132188,135,1
0.742343,16.5,0.153997,0,16.5007,0.133167,136,1
0.74651,16.5,0.154976,0,16.5007,0.134146,137,1
0.750676,16.5,0.155955,0,16.5007,0.135125,138,1
0.754842,16.5,0.156935,0,16.5007,0.136105,139,1
0.759008,16.5,0.157914,0,16.5008,0.137084,140,1
0.763174,16.5,0.158893,0,16.5008,0.138063,141,1
0.76734,16.5,0.159872,0,16.5008,0.139042,142,1
0.771507,16.5,0.160851,0,16.5008,0.140021,143,1
0.775673,16.5,0.16183,0,16.5008,0.141,144,1
0.779839,16.5,0.16281,0,16.5008,0.14198,145,1
0.784005,16.5,0.163789,0,16.5008,0.142959,146,1
0.788171,16.5,0.164768,0,16.5008,0.143938,147,1
0.792337,16.5,0.165747,0,16.5008,0.144917,148,1
0.796488,16.5,0.166726,0,16.5008,0.145896,149,1
0.800402,16.5,0.167706,0,16.5009,0.146876,150,1
0.804316,16.5,0.168685,0,16.5009,0.147855,151,1
0.808229,16.5,0.169664,0,16.5009,0.148834,152,1
0.812143,16.5,0.170643,0,16.5009,0.149813,153,1
0.816057,16.5,0.171622,0,16.5009,0.150792,154,1
0.81997,16.5,0.172601,0,16.5009,0.151771,155,1
0.823884,16.5,0.173581,0,16.5009,0.152751,156,1
0.827798,16.5,0.17456,0,16.5009,0.15373,157,1
0.831712,16.5,0.175539,0,16.5009,0.154709,158,1
0.835625,16.5,0.176518,0,16.5009,0.155688,159,1
0.839539,16.5,0.177497,0,16.501,0.156667,160,1
0.843453,16.5,0.178476,0,16.501,0.157646,161,1
0.847366,16.5,0.179456,0,16.501,0.158626,162,1
0.85128,16.5,0.180435,0,16.501,0.159605,163,1
0.855194,16.5,0.181414,0,16.501,0.160584,164,1
0.859108,16.5,0.182393,0,16.501,0.161563,165,1
0.863021,16.5,0.183372,0,16.501,0.162542,166,1
0.866935,16.5,0.184351,0,16.501,0.163521,167,1
0.870849,16.5,0.185331,0,16.501,0.164501,168,1
0.874762,16.5,0.18631,0,16.5011,0.16548,169,1
0.878676,16.5,0.187289,0,16.5011,0.166459,170,1
0.882392,16.5,0.188268,0,16.5011,0.167438,171,1
0.886053,16.5,0.189247,0,16.5011,0.168417,172,1
0.889714,16.5,0.190226,0,16.5011,0.169396,173,1
0.893375,16.5,0.191206,0,16.5011,0.170376,174,1
0.897036,16.5,0.192185,0,16.5011,0.171355,175,1
0.900697,16.5,0.193164,0,16.5011,0.172334,176,1
0.904358,16.5,0.194143,0,16.5011,0.173313,177,1
0.908019,16.5,0.195122,0,16.5012,0.174292,178,1
0.91168,16.5,0.196101,0,16.5012,0.175271,179,1
0.915342,16.5,0.197081,0,16.5012,0.176251,180,1
0.919003,16.5,0.19806,0,16.5012,0.17723,181,1
0.922664,16.5,0.199039,0,16.5012,0.178209,182,1
0.926325,16.5,0.200018,0,16.5012,0.179188,183,1
0.929986,16.5,0.200997,0,16.5012,0.180167,184,1
0.933647,16.5,0.201976,0,16.5012,0.181146,185,1
0.937308,16.5,0.202956,0,16.5012,0.182126,186,1
0.940969,16.5,0.203935,0,16.5013,0.183105,187,1
0.94463,16.5,0.204914,0,16.5013,0.184084,188,1
0.948291,16.5,0.205893,0,16.5013,0.185063,189,1
0.951952,16.5,0.206872,0,16.5013,0.186042,190,1
0.955614,16.5,0.207851,0,16.5013,0.187021,191,1
0.959146,16.5,0.208831,0,16.5013,0.188001,192,1
0.962555,16.5,0.20981,0,16.5013,0.18898,193,1
0.965964,16.5,0.210789,0,16.5013,0.189959,194,1
0.969372,16.5,0.211768,0,16.5014,0.190938,195,1
0.972781,16.5,0.212747,0,16.5014,0.191917,196,1
0.976189,16.5,0.213726,0,16.5014,0.192896,197,1
0.979598,16.5,0.214706,0,16.5014,0.193876,198,1
0.983007,16.5,0.215685,0,16.5014,0.194855,199,1
0.986415,16.5,0.216664,0,16.5014,0.195834,200,1
0.989824,16.5,0.217643,0,16.5014,0.196813,201,1
0.993233,16.5,0.218622,0,16.5014,0.197792,202,1
0.996641,16.5,0.219602,0,16.5015,0.198772,203,1
1.00005,16.5,0.220581,0,16.5015,0.199751,204,1
1.00346,16.5,0.22156,0,16.5015,0.20073,205,1
1.00687,16.5,0.222539,0,16.5015,0.201709,206,1
1.01028,16.5,0.223518,0,16.5015,0.202688,207,1
1.01368,16.5,0.224497,0,16.5015,0.203667,208,1
1.01709,16.5,0.225477,0,16.5015,0.204647,209,1
1.0205,16.5,0.226456,0,16.5016,0.205626,210,1
1.02391,16.5,0.227435,0,16.5016,0.206605,211,1
1.02732,16.5,0.228414,0,16.5016,0.207584,212,1
1.03067,16.5,0.229393,0,16.5016,0.208563,213,1
1.03383,16.5,0.230372,0,16.5016,0.209542,214,1
