PHI,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,Point ID,vtkValidPointMask
0.0710892,4.95,0.02083,0,4.95004,0,0,1
0.0774415,4.95,0.0218092,0,4.95005,0.00097917,1,1
0.0837938,4.95,0.0227883,0,4.95005,0.00195834,2,1
0.0901462,4.95,0.0237675,0,4.95006,0.00293751,3,1
0.0964985,4.95,0.0247467,0,4.95006,0.00391668,4,1
0.102851,4.95,0.0257259,0,4.95007,0.00489585,5,1
0.109203,4.95,0.026705,0,4.95007,0.00587502,6,1
0.115555,4.95,0.0276842,0,4.95008,0.00685419,7,1
0.121908,4.95,0.0286634,0,4.95008,0.00783336,8,1
0.12826,4.95,0.0296425,0,4.95009,0.00881253,9,1
0.134612,4.95,0.0306217,0,4.95009,0.0097917,10,1
0.140965,4.95,0.0316009,0,4.9501,0.0107709,11,1
0.147317,4.95,0.03258,0,4.95011,0.01175,12,1
0.153669,4.95,0.0335592,0,4.95011,0.0127292,13,1
0.160022,4.95,0.0345384,0,4.95012,0.0137084,14,1
0.166374,4.95,0.0355176,0,4.95013,0.0146876,15,1
0.172726,4.95,0.0364967,0,4.95013,0.0156667,16,1
0.179079,4.95,0.0374759,0,4.95014,0.0166459,17,1
0.185431,4.95,0.0384551,0,4.95015,0.0176251,18,1
0.191783,4.95,0.0394342,0,4.95016,0.0186042,19,1
0.198136,4.95,0.0404134,0,4.95016,0.0195834,20,1
0.204488,4.95,0.0413926,0,4.95017,0.0205626,21,1
0.210599,4.95,0.0423717,0,4.95018,0.0215417,22,1
0.216615,4.95,0.0433509,0,4.95019,0.0225209,23,1
0.222632,4.95,0.0443301,0,4.9502,0.0235001,24,1
0.228648,4.95,0.0453092,0,4.95021,0.0244792,25,1
0.234665,4.95,0.0462884,0,4.95022,0.0254584,26,1
0.240681,4.95,0.0472676,0,4.95023,0.0264376,27,1
0.246698,4.95,0.0482468,0,4.95023,0.0274168,28,1
0.252714,4.95,0.0492259,0,4.95024,0.0283959,29,1
0.258731,4.95,0.0502051,0,4.95025,0.0293751,30,1
0.264747,4.95,0.0511843,0,4.95026,0.0303543,31,1
0.270764,4.95,0.0521634,0,4.95027,0.0313334,32,1
0.276781,4.95,0.0531426,0,4.95028,0.0323126,33,1
0.282797,4.95,0.0541218,0,4.9503,0.0332918,34,1
0.288814,4.95,0.055101,0,4.95031,0.0342709,35,1
0.29483,4.95,0.0560801,0,4.95032,0.0352501,36,1
0.300847,4.95,0.0570593,0,4.95033,0.0362293,37,1
0.306863,4.95,0.0580385,0,4.95034,0.0372085,38,1
0.31288,4.95,0.0590176,0,4.95035,0.0381876,39,1
0.318896,4.95,0.0599968,0,4.95036,0.0391668,40,1
0.324913,4.95,0.060976,0,4.95038,0.040146,41,1
0.330929,4.95,0.0619551,0,4.95039,0.0411251,42,1
0.336794,4.95,0.0629343,0,4.9504,0.0421043,43,1
0.342468,4.95,0.0639135,0,4.95041,0.0430835,44,1
0.348142,4.95,0.0648926,0,4.95043,0.0440627,45,1
0.353816,4.95,0.0658718,0,4.95044,0.0450418,46,1
0.35949,4.95,0.066851,0,4.95045,0.046021,47,1
0.365164,4.95,0.0678302,0,4.95046,0.0470002,48,1
0.370838,4.95,0.0688093,0,4.95048,0.0479793,49,1
0.376512,4.95,0.0697885,0,4.95049,0.0489585,50,1
0.382186,4.95,0.0707677,0,4.95051,0.0499377,51,1
0.38786,4.95,0.0717468,0,4.95052,0.0509168,52,1
0.393534,4.95,0.072726,0,4.95053,0.051896,53,1
0.399208,4.95,0.0737052,0,4.95055,0.0528752,54,1
0.404883,4.95,0.0746844,0,4.95056,0.0538544,55,1
0.410557,4.95,0.0756635,0,4.95058,0.0548335,56,1
0.416231,4.95,0.0766427,0,4.95059,0.0558127,57,1
0.421905,4.95,0.0776219,0,4.95061,0.0567919,58,1
0.427579,4.95,0.078601,0,4.95062,0.057771,59,1
0.433253,4.95,0.0795802,0,4.95064,0.0587502,60,1
0.438927,4.95,0.0805594,0,4.95066,0.0597294,61,1
0.444601,4.95,0.0815385,0,4.95067,0.0607085,62,1
0.450275,4.95,0.0825177,0,4.95069,0.0616877,63,1
0.45589,4.95,0.0834969,0,4.9507,0.0626669,64,1
0.461213,4.95,0.0844761,0,4.95072,0.0636461,65,1
0.466536,4.95,0.0854552,0,4.95074,0.0646252,66,1
0.471859,4.95,0.0864344,0,4.95075,0.0656044,67,1
0.477182,4.95,0.0874136,0,4.95077,0.0665836,68,1
0.482505,4.95,0.0883927,0,4.95079,0.0675627,69,1
0.487828,4.95,0.0893719,0,4.95081,0.0685419,70,1
0.493151,4.95,0.0903511,0,4.95082,0.0695211,71,1
0.498474,4.95,0.0913302,0,4.95084,0.0705002,72,1
0.503797,4.95,0.0923094,0,4.95086,0.0714794,73,1
0.50912,4.95,0.0932886,0,4.95088,0.0724586,74,1
0.514442,4.95,0.0942677,0,4.9509,0.0734378,75,1
0.519765,4.95,0.0952469,0,4.95092,0.0744169,76,1
0.525088,4.95,0.0962261,0,4.95093,0.0753961,77,1
0.530411,4.95,0.0972053,0,4.95095,0.0763753,78,1
0.535734,4.95,0.0981844,0,4.95097,0.0773544,79,1
0.541057,4.95,0.0991636,0,4.95099,0.0783336,80,1
0.54638,4.95,0.100143,0,4.95101,0.0793128,81,1
0.551703,4.95,0.101122,0,4.95103,0.0802919,82,1
0.557026,4.95,0.102101,0,4.95105,0.0812711,83,1
0.562349,4.95,0.10308,0,4.95107,0.0822503,84,1
0.567672,4.95,0.104059,0,4.95109,0.0832295,85,1
0.572674,4.95,0.105039,0,4.95111,0.0842086,86,1
0.577636,4.95,0.106018,0,4.95114,0.0851878,87,1
0.582599,4.95,0.106997,0,4.95116,0.086167,88,1
0.587561,4.95,0.107976,0,4.95118,0.0871461,89,1
0.592524,4.95,0.108955,0,4.9512,0.0881253,90,1
0.597486,4.95,0.109934,0,4.95122,0.0891045,91,1
0.602449,4.95,0.110914,0,4.95124,0.0900836,92,1
0.607411,4.95,0.111893,0,4.95126,0.0910628,93,1
0.612374,4.95,0.112872,0,4.95129,0.092042,94,1
0.617336,4.95,0.113851,0,4.95131,0.0930212,95,1
0.622299,4.95,0.11483,0,4.95133,0.0940003,96,1
0.627261,4.95,0.115809,0,4.95135,0.0949795,97,1
0.632224,4.95,0.116789,0,4.95138,0.0959587,98,1
0.637186,4.95,0.117768,0,4.9514,0.0969378,99,1
0.642149,4.95,0.118747,0,4.95142,0.097917,100,1
0.647111,4.95,0.119726,0,4.95145,0.0988962,101,1
0.652074,4.95,0.120705,0,4.95147,0.0998753,102,1
0.657036,4.95,0.121685,0,4.9515,0.100855,103,1
0.661998,4.95,0.122664,0,4.95152,0.101834,104,1
0.666961,4.95,0.123643,0,4.95154,0.102813,105,1
0.671923,4.95,0.124622,0,4.95157,0.103792,106,1
0.676659,4.95,0.125601,0,4.95159,0.104771,107,1
0.681251,4.95,0.12658,0,4.95162,0.10575,108,1
0.685844,4.95,0.12756,0,4.95164,0.10673,109,1
0.690437,4.95,0.128539,0,4.95167,0.107709,110,1
0.695029,4.95,0.129518,0,4.95169,0.108688,111,1
0.699622,4.95,0.130497,0,4.95172,0.109667,112,1
0.704215,4.95,0.131476,0,4.95175,0.110646,113,1
0.708807,4.95,0.132455,0,4.95177,0.111625,114,1
0.7134,4.95,0.133435,0,4.9518,0.112605,115,1
0.717992,4.95,0.134414,0,4.95182,0.113584,116,1
0.722585,4.95,0.135393,0,4.95185,0.114563,117,1
0.727178,4.95,0.136372,0,4.95188,0.115542,118,1
0.73177,4.95,0.137351,0,4.95191,0.116521,119,1
0.736363,4.95,0.13833,0,4.95193,0.1175,120,1
0.740955,4.95,0.13931,0,4.95196,0.11848,121,1
0.745548,4.95,0.140289,0,4.95199,0.119459,122,1
0.750141,4.95,0.141268,0,4.95202,0.120438,123,1
0.754733,4.95,0.142247,0,4.95204,0.121417,124,1
0.759326,4.95,0.143226,0,4.95207,0.122396,125,1
0.763919,4.95,0.144205,0,4.9521,0.123375,126,1
0.768511,4.95,0.145185,0,4.95213,0.124355,127,1
0.772976,4.95,0.146164,0,4.95216,0.125334,128,1
0.777191,4.95,0.147143,0,4.95219,0.126313,129,1
0.781405,4.95,0.148122,0,4.95222,0.127292,130,1
0.78562,4.95,0.149101,0,4.95224,0.128271,131,1
0.789835,4.95,0.15008,0,4.95227,0.12925,132,1
0.79405,4.95,0.15106,0,4.9523,0.13023,133,1
0.798264,4.95,0.152039,0,4.95233,0.131209,134,1
0.802479,4.95,0.153018,0,4.95236,0.132188,135,1
0.806694,4.95,0.153997,0,4.95239,0.133167,136,1
0.810908,4.95,0.154976,0,4.95243,0.134146,137,1
0.815123,4.95,0.155955,0,4.95246,0.135125,138,1
0.819338,4.95,0.156935,0,4.95249,0.136105,139,1
0.823552,4.95,0.157914,0,4.95252,0.137084,140,1
0.827767,4.95,0.158893,0,4.95255,0.138063,141,1
0.831982,4.95,0.159872,0,4.95258,0.139042,142,1
0.836196,4.95,0.160851,0,4.95261,0.140021,143,1
0.840411,4.95,0.16183,0,4.95264,0.141,144,1
0.844626,4.95,0.16281,0,4.95268,0.14198,145,1
0.84884,4.95,0.163789,0,4.95271,0.142959,146,1
0.853055,4.95,0.164768,0,4.95274,0.143938,147,1
0.85727,4.95,0.165747,0,4.95277,0.144917,148,1
0.861461,4.95,0.166726,0,4.95281,0.145896,149,1
0.865293,4.95,0.167706,0,4.95284,0.146876,150,1
0.869125,4.95,0.168685,0,4.95287,0.147855,151,1
0.872957,4.95,0.169664,0,4.95291,0.148834,152,1
0.876789,4.95,0.170643,0,4.95294,0.149813,153,1
0.880621,4.95,0.171622,0,4.95297,0.150792,154,1
0.884453,4.95,0.172601,0,4.95301,0.151771,155,1
0.888285,4.95,0.173581,0,4.95304,0.152751,156,1
0.892117,4.95,0.17456,0,4.95308,0.15373,157,1
